OBJECTID,FarmNum,PondArea,PresAbs,PondNum,ShapeArea,PondLong,PondLat
449,37,78.81587234,0,113,0.078815872,443692.003521999,3594541.61637586
450,37,74.49780328,1,112,0.074497803,443913.669793785,3594540.52414983
451,37,35.19432914,1,94,0.035194329,442226.892023935,3594682.53669541
452,37,70.0187128,1,96,0.070018713,442415.485565346,3594588.25763980
453,37,77.27072631,1,97,0.077270726,442608.552500245,3594587.31957946
454,37,80.8219413,1,98,0.080821941,442809.412630460,3594583.05823843
455,37,61.86334986,1,99,0.06186335,442996.889537241,3594618.50870527
456,37,39.58843542,1,100,0.039588435,443182.710041373,3594689.63993490
457,37,40.0953292,0,107,0.040095329,444198.970123037,3594755.79975335
458,37,20.01294191,1,110,0.020012942,443728.828753575,3594806.01192792
459,37,27.03371099,1,90,0.027033711,442016.949678999,3594879.31463411
460,37,31.40995909,0,91,0.031409959,442210.848255367,3594881.74031696
461,37,31.22485882,0,92,0.031224859,442411.328535869,3594883.94409556
462,37,29.98026889,1,93,0.029980269,442609.423943076,3594885.31429006
463,37,62.205042,1,80,0.062205042,443096.184083697,3594894.86039685
464,37,42.76605868,0,111,0.042766059,443906.874443889,3594858.90679976
465,37,45.58288014,1,81,0.04558288,442806.763308438,3594924.17204012
466,37,52.84660972,0,106,0.05284661,444203.096351362,3594956.54580384
467,37,48.2810768,1,103,0.048281077,444446.028101159,3594950.75076342
468,37,6.045588496,0,105,0.006045588,444113.649548504,3595076.55239445
469,37,46.33391612,1,102,0.046333916,444651.187630244,3594984.90976027
470,37,30.68454111,0,82,0.030684541,442601.620731667,3595065.55259706
471,37,31.6813553,1,83,0.031681355,442406.036924757,3595068.36099577
472,37,31.18975046,1,84,0.03118975,442209.488791042,3595070.11062031
473,37,48.60350568,1,78,0.048603506,443404.621055949,3595034.30716725
474,37,46.78158921,1,77,0.046781589,443619.471737637,3595047.83011280
475,37,6.653850915,0,104,0.006653851,444237.717602523,3595112.96829602
476,37,31.66875417,1,85,0.031668754,442011.335647213,3595072.40137275
477,37,59.6339006,1,79,0.059633901,443087.175171254,3595072.88130563
478,37,70.07571685,1,86,0.070075717,441816.181499375,3594979.50369316
479,37,71.89017653,1,87,0.071890177,441618.983552716,3594982.88598974
480,37,70.20342516,1,88,0.070203425,441420.336817684,3594986.59621929
481,37,43.63885687,1,89,0.043638857,441226.120929020,3595056.97244440
482,37,70.90655794,1,101,0.070906558,444886.553511434,3595119.75729031
483,37,50.4417637,0,71,0.050441764,442817.872843322,3595233.41411135
484,37,31.82372018,0,72,0.03182372,442985.833676227,3595271.01805735
485,37,48.68835525,1,74,0.048688355,443385.356388138,3595272.48708860
486,37,53.35661427,1,76,0.053356614,443853.320392802,3595255.48393506
487,37,35.53971683,1,73,0.035539717,443154.036575988,3595276.99946668
488,37,52.48280331,0,75,0.052482803,443626.389686427,3595270.77863245
489,37,46.88930327,1,66,0.046889303,442008.610200735,3595308.67893628
490,37,53.86283334,1,68,0.053862833,442395.209129695,3595318.02290633
491,37,31.23336779,1,69,0.031233368,442557.678806685,3595309.84094347
492,37,35.08501171,1,70,0.035085012,442656.924907816,3595375.09030868
493,37,55.31519731,1,67,0.055315197,442207.736677862,3595329.97245690
494,37,12.23939469,0,65,0.012239395,442423.190222634,3595502.76524727
495,37,8.654390508,1,64,0.008654391,442163.956542560,3595509.41894260
496,37,15.81137598,1,63,0.015811376,441995.163086174,3595501.93896279
497,37,69.10450688,1,61,0.069104507,441607.288436980,3595367.18749464
498,37,71.64569875,1,62,0.071645699,441808.328735711,3595366.11436490
499,37,69.78794579,0,60,0.069787946,441409.361371370,3595370.05966210
500,37,65.40879174,1,59,0.065408792,441219.296368053,3595370.85736643
501,37,61.95699081,1,56,0.061956991,442814.860256566,3595577.59022150
502,37,40.48987745,1,57,0.040489877,442969.949714766,3595573.75793154
503,37,43.48373046,1,58,0.04348373,443101.299239203,3595577.75973275
504,37,55.47389064,1,52,0.055473891,441996.401907178,3595727.77716586
505,37,61.7242595,1,50,0.061724259,441595.681731047,3595753.18786411
506,37,49.01839838,1,48,0.049018398,441213.556555874,3595750.82724201
507,37,62.87815126,1,51,0.062878151,441793.977801924,3595750.32521699
508,37,65.3672432,1,49,0.065367243,441396.428235569,3595768.28640001
509,37,70.0418199,1,53,0.07004182,442197.440830129,3595762.04904634
510,37,91.19143247,1,55,0.091191432,442595.940988290,3595785.07455985
511,37,101.868609,1,54,0.101868609,442390.512390522,3595839.30365371
512,37,53.15988682,1,47,0.053159887,442555.163275175,3596790.02546565
513,37,43.19189733,1,46,0.043191897,442552.236624315,3597016.84782124
514,37,48.47491147,1,14,0.048474911,442437.773629101,3600527.94510941
515,37,49.50337117,1,15,0.049503371,442701.759981530,3600530.90581832
516,37,96.16584162,0,13,0.096165842,442570.842036868,3600732.21238481
517,37,95.66497406,1,12,0.095664974,442576.357074356,3600927.67639321
518,37,14.70354992,0,28,0.01470355,443393.467683268,3601017.21427723
519,37,16.32721789,0,27,0.016327218,443226.199352097,3601045.91173258
520,37,17.61789559,0,26,0.017617896,443029.610501634,3601076.96674367
521,37,78.62159486,1,11,0.078621595,442629.440229805,3601125.41294624
522,37,34.27303344,1,22,0.034273033,443593.650420977,3601143.38701897
523,37,25.25024851,0,10,0.025250249,442933.598843777,3601335.62906653
524,37,78.46733508,1,9,0.078467335,442630.928518468,3601325.74712487
525,37,39.26910413,1,25,0.039269104,443094.871278296,3601267.02238698
526,37,39.86517044,0,21,0.03986517,443626.895640249,3601344.14280281
527,37,59.12075006,0,34,0.05912075,443258.967771477,3601281.20523800
528,37,57.33299648,0,23,0.057332996,443433.368470057,3601272.59660822
529,37,33.03315502,0,18,0.033033155,443260.055169697,3601538.93636415
530,37,93.55012529,1,7,0.093550125,442596.399308285,3601524.22573926
531,37,40.06574464,0,8,0.040065745,442967.810619113,3601531.28222835
532,37,29.76790709,1,17,0.029767907,443296.366881806,3601693.08108509
533,37,53.11756585,1,19,0.053117566,443492.467558762,3601619.10993034
534,37,50.96116794,0,20,0.050961168,443671.173640646,3601628.43285767
535,37,99.86411852,1,5,0.099864119,442576.174526830,3601720.01807123
536,37,52.3716839,0,6,0.052371684,442999.051663407,3601726.73837549
537,37,28.24815555,0,4,0.028248156,443112.559588142,3601918.60788212
538,37,46.71714311,1,1,0.046717143,442439.796643588,3601916.65324140
539,37,28.504215,1,16,0.028504215,443324.980391959,3601899.61881959
540,37,28.03201753,0,3,0.028032018,442940.153615186,3601918.05968185
541,37,48.70999143,1,2,0.048709991,442713.396800973,3601920.24790715
542,17,23.66938362,1,115,0.023669384,461364.741533295,3587475.20758883
543,17,58.52144168,1,111,0.058521442,460643.055496569,3587557.37823990
544,17,75.8077567,1,113,0.075807757,460998.391173475,3587573.94777673
545,17,47.73058003,1,110,0.04773058,462526.090002333,3587694.74735121
546,17,60.75034071,1,109,0.060750341,462313.876649516,3587704.83853509
547,17,55.4309527,0,108,0.055430953,462101.503246827,3587708.50276039
548,17,80.01565976,0,114,0.08001566,461313.214619918,3587720.73934209
549,17,51.11932988,1,112,0.05111933,460906.569103564,3587775.33854888
550,17,24.92582331,0,103,0.024925823,462735.325790960,3587846.47364544
551,17,50.08005936,1,107,0.050080059,461914.807847811,3587783.56459966
552,17,24.99116198,0,102,0.024991162,462536.249493281,3587900.44066723
553,17,41.04882157,0,106,0.041048822,461718.357086937,3587881.32733015
554,17,42.93762152,1,105,0.042937622,461526.442692605,3587887.92414303
555,17,24.85890528,0,104,0.024858905,461334.037453958,3587947.18754881
556,17,38.35685733,0,101,0.038356857,462325.088814358,3587942.58920735
557,17,43.8158745,1,100,0.043815875,462116.554213119,3587982.24753179
558,17,35.02145484,0,94,0.035021455,460958.674757357,3588120.21119402
559,17,54.12234615,1,95,0.054122346,461138.311696096,3588083.83927032
560,17,38.53617551,1,96,0.038536176,461337.820116835,3588133.58713543
561,17,43.27245449,1,97,0.043272454,461533.908021779,3588129.95592304
562,17,45.20373123,0,98,0.045203731,461734.218007482,3588126.21206981
563,17,22.46407161,1,67,0.022464072,462258.690915278,3588328.85303145
564,17,66.56428297,0,99,0.066564283,461923.622830811,3588120.17323750
565,17,39.79748154,1,89,0.039797482,460957.454808409,3588345.52590292
566,17,40.05373895,0,90,0.040053739,461149.813175799,3588352.18819892
567,17,49.37353358,0,88,0.049373534,460776.782794869,3588316.35402819
568,17,40.14474948,0,91,0.040144749,461347.952949149,3588358.61856622
569,17,41.1994992,1,68,0.041199499,458959.512919036,3588370.91145606
570,17,32.27506021,0,69,0.03227506,459116.302604657,3588416.94512044
571,17,31.66230898,1,66,0.031662309,462207.107373872,3588465.71751092
572,17,49.97218215,1,93,0.049972182,461740.083527782,3588392.27294434
573,17,38.26763194,0,80,0.038267632,460050.552995830,3588484.50406740
574,17,39.71512134,0,70,0.039715121,459304.622186660,3588470.98895574
575,17,44.36918812,1,81,0.044369188,460232.754219697,3588497.44189383
576,17,66.55051757,1,92,0.066550518,461547.177448408,3588433.53054466
577,17,41.18992219,0,82,0.041189922,460406.218073682,3588515.32196631
578,17,38.97706567,1,71,0.038977066,459474.665175211,3588542.78123854
579,17,43.34841612,0,85,0.043348416,460960.534455243,3588573.80575720
580,17,53.46142502,0,83,0.053461425,460575.379567050,3588523.08244307
581,17,41.21479951,0,84,0.0412148,460760.677780821,3588579.72279702
582,17,38.95537457,0,87,0.038955375,461354.658270052,3588581.05409693
583,17,43.58138597,1,65,0.043581386,462237.370220851,3588646.36041508
584,17,59.92441364,0,72,0.059924414,459683.700279517,3588553.44744104
585,17,43.96249526,1,64,0.043962495,462013.499917071,3588617.15040761
586,17,67.73834062,0,73,0.067738341,459866.391965649,3588575.60840238
587,17,55.2121471,0,86,0.055212147,461159.799886824,3588616.30263403
588,17,35.41930511,0,74,0.035419305,460045.764458032,3588707.32197232
589,17,37.66442408,0,75,0.037664424,460228.010085915,3588740.97971404
590,17,32.65726431,0,79,0.032657264,460953.914444843,3588773.83347205
591,17,39.51267355,0,76,0.039512674,460408.856727269,3588781.07675489
592,17,40.49011054,0,78,0.040490111,460758.836879321,3588809.67284969
593,17,38.97272651,0,77,0.038972727,460580.602689876,3588817.96325322
594,17,50.05494764,0,63,0.050054948,462220.815001699,3588834.33253231
595,17,41.14228311,0,62,0.041142283,461986.978741855,3588848.57306046
596,17,40.78174521,1,61,0.040781745,461790.011909629,3588845.41597763
597,17,30.00216727,0,60,0.030002167,461597.935603668,3588897.42092805
598,17,27.99179021,1,59,0.02799179,461405.059352312,3588957.89906657
599,17,37.76238262,1,58,0.037762383,462200.855751508,3589045.39812541
600,17,41.99334212,1,57,0.041993342,461979.659789994,3589062.75184203
601,17,38.14341605,0,56,0.038143416,461778.499280834,3589075.24122376
602,17,33.01343884,0,55,0.033013439,461595.120908705,3589093.98515694
603,17,28.94866816,0,54,0.028948668,461413.205697952,3589120.68984847
604,17,41.6100157,0,53,0.041610016,461185.016156507,3589090.44172423
605,17,37.05506381,1,52,0.037055064,461001.354588683,3589138.03287999
606,17,47.2519316,0,50,0.047251932,461506.311199624,3589318.68674068
607,17,34.4646281,0,51,0.034464628,461770.804110926,3589330.23360028
608,17,48.61528044,0,12,0.04861528,457926.008252644,3589345.93201799
609,17,53.26130053,0,11,0.053261301,457680.374000156,3589359.73353740
610,17,56.58219278,0,6,0.056582193,457420.799002510,3589373.35542503
611,17,16.23623979,0,2,0.01623624,457120.893271022,3589479.72590776
612,17,44.89510333,1,47,0.044895103,461211.153050366,3589412.99252900
613,17,52.43536458,1,46,0.052435365,461009.435889492,3589424.97788729
614,17,51.2686308,0,45,0.051268631,460789.664101654,3589445.51215894
615,17,46.73271914,1,48,0.046732719,461500.693970592,3589481.60671706
616,17,30.52013678,0,49,0.030520137,461752.762269396,3589514.35958584
617,17,38.74651661,0,117,0.038746517,458459.797323201,3589540.92790411
618,17,30.42932759,0,116,0.030429328,458179.956671267,3589548.25526062
619,17,33.39510235,0,118,0.033395102,458732.296984515,3589537.09436742
620,17,18.49484364,1,1,0.018494844,457133.081465753,3589591.94588325
621,17,34.76614262,1,44,0.034766143,461477.900272799,3589655.21206989
622,17,56.7867412,1,5,0.056786741,457417.017019342,3589651.66846868
623,17,47.68348141,1,43,0.047683481,461217.747416676,3589656.48370080
624,17,45.78318657,1,10,0.045783187,457937.226399799,3589685.51689140
625,17,46.4995378,0,42,0.046499538,460997.239088819,3589672.24390707
626,17,46.16087484,0,41,0.046160875,460776.188378264,3589691.41926328
627,17,20.79385651,1,4,0.020793857,457391.658851381,3589811.76633839
628,17,45.53794911,1,8,0.045537949,457739.104051019,3589823.44699931
629,17,18.30260368,1,3,0.018302604,457348.323702458,3589929.06788578
630,17,39.53714787,0,7,0.039537148,457565.026074796,3589905.28272238
631,17,28.63657174,0,40,0.028636572,461758.663287287,3589920.82763056
632,17,18.96341573,0,39,0.018963416,461437.406525744,3589934.97073450
633,17,46.38029246,0,9,0.046380292,457925.144757593,3589915.48622093
634,17,44.89099684,0,31,0.044890997,460785.024079722,3590023.20595317
635,17,44.57954868,0,32,0.044579549,460997.227660372,3590016.65201764
636,17,52.31382741,0,33,0.052313827,461213.469593013,3590006.04163989
637,17,22.81748244,0,38,0.022817482,462067.280143637,3590102.66844008
638,17,24.89211995,1,37,0.02489212,461929.304127617,3590102.93662606
639,17,36.65399016,0,36,0.03665399,461756.083075260,3590103.55734221
640,17,27.95293993,0,35,0.02795294,461579.114798786,3590105.30948227
641,17,28.46109058,0,34,0.028461091,461415.981530630,3590108.24542108
642,17,46.09970711,1,23,0.046099707,460778.232163594,3590251.56772109
643,17,43.18782542,0,25,0.043187825,461192.523397667,3590250.56810503
644,17,43.19121386,1,24,0.043191214,460984.113195727,3590251.45384293
645,17,24.96337943,0,26,0.024963379,461405.437778031,3590288.39882229
646,17,23.19288117,0,30,0.023192881,462084.826358095,3590293.14528495
647,17,25.59793415,0,29,0.025597934,461934.554354316,3590294.42048358
648,17,33.89548081,0,28,0.033895481,461753.267636079,3590295.02586363
649,17,25.83157104,0,27,0.025831571,461576.824305307,3590296.91786307
650,17,26.37499294,1,22,0.026374993,462100.488366532,3590477.37046678
651,17,26.79780112,0,21,0.026797801,461938.207045301,3590477.09211255
652,17,32.46453642,0,20,0.032464536,461751.174517512,3590478.75287028
653,17,16.77158893,1,18,0.016771589,461444.324353065,3590479.79919555
654,17,25.76427096,0,19,0.025764271,461573.530555960,3590479.26951221
655,17,29.30526694,0,14,0.029305267,461571.265964454,3590676.76857146
656,17,25.96164484,0,13,0.025961645,461426.059136496,3590681.92851287
657,17,20.8833993,1,17,0.020883399,462087.756227075,3590650.07764354
658,17,38.85352295,1,15,0.038853523,461749.969072545,3590675.15106001
659,17,34.72590636,0,16,0.034725906,461939.450451418,3590675.36063320
660,34,28.79521202,0,13,0.028795212,416802.472773117,3628558.02443577
661,34,32.80506556,0,12,0.032805066,416710.210722069,3628749.30738291
662,34,16.7809983,0,10,0.016780998,416554.034147047,3628872.25186144
663,34,26.54753477,1,11,0.026547535,416834.989096169,3628856.57544411
664,34,8.281653081,0,9,0.008281653,416422.087201370,3628933.27329816
665,34,33.74499956,0,8,0.033745,416288.618280963,3629043.71457588
666,34,21.80227408,0,7,0.021802274,416106.353238487,3629059.60046117
667,34,9.602414583,0,6,0.009602415,416172.889223907,3629156.58686167
668,34,54.33818934,0,4,0.054338189,416568.854985086,3629115.84278877
669,34,13.47733476,0,5,0.013477335,416051.479785728,3629264.41096349
670,34,53.56796909,1,2,0.053567969,416491.626538042,3629355.78610716
671,34,64.82801901,0,3,0.064828019,416239.014777242,3629336.44802658
672,34,61.42390177,0,1,0.061423902,416838.737495210,3629436.39992418
673,11,43.17784351,0,27,0.043177844,410970.378689334,3624908.02648429
674,11,48.75190393,0,25,0.048751904,410798.568289996,3625048.74388336
675,11,34.51061547,1,26,0.034510615,410978.771728223,3625122.86528782
676,11,31.36681765,0,24,0.031366818,410997.987351688,3625381.04532121
677,11,52.73975211,0,23,0.052739752,410793.845217251,3625391.25778783
678,11,48.51958208,1,22,0.048519582,410968.079914569,3625692.29294517
679,11,52.76925284,0,21,0.052769253,410797.245629926,3625816.64692960
680,11,82.38318869,1,20,0.082383189,410921.598428611,3626173.36066070
681,11,24.40357528,0,17,0.024403575,411169.622340329,3626594.14115609
682,11,36.96479364,0,19,0.036964794,410747.039375409,3626574.39690036
683,11,53.19895413,1,18,0.053198954,410961.556028199,3626577.14681818
684,11,38.60042868,0,16,0.038600429,411045.017285392,3626761.38526529
685,11,29.97109237,0,10,0.029971092,410740.556388861,3626922.41530793
686,11,56.15859994,1,15,0.0561586,411578.221507406,3626917.10881636
687,11,50.58921567,1,13,0.050589216,411117.340918185,3627017.21077649
688,11,93.57653565,0,14,0.093576536,411312.858613282,3626998.00700056
689,11,39.98060256,0,9,0.039980603,410716.955516460,3627162.05501071
690,11,54.31026647,0,11,0.054310266,411165.307580541,3627356.51734498
691,11,51.30653181,0,12,0.051306532,411413.839890404,3627349.56146877
692,11,33.14084408,0,8,0.033140844,410705.264569233,3627416.46748938
693,11,33.5442121,1,7,0.033544212,410694.843624895,3627668.06022606
694,11,52.38772973,0,3,0.05238773,411068.832765269,3627741.10131732
695,11,55.86133166,0,6,0.055861332,411508.982464742,3627816.53169699
696,11,38.27776733,1,5,0.038277767,411422.267804624,3628018.11240652
697,11,83.01058758,1,2,0.083010588,410951.474063220,3627998.43785412
698,11,65.4648343,1,4,0.065464834,411334.566599834,3628265.97621722
699,11,68.70436784,0,1,0.068704368,410815.076098389,3628263.46847443
701,3,27.54618064,0,7,0.027546181,364673.908120905,3663176.92719754
702,3,24.4605092,1,6,0.024460509,364866.282620133,3663179.85303199
703,3,21.58591268,0,5,0.021585913,365033.060793602,3663184.72735591
704,3,30.27103041,0,22,0.03027103,365207.486070281,3663192.22679495
705,3,27.19637176,1,4,0.027196372,365023.352266225,3663365.69647374
706,3,29.94828301,0,21,0.029948283,365189.154953694,3663369.34986015
707,3,36.89846967,1,3,0.03689847,365081.265276965,3663550.57770917
708,3,28.88106555,0,2,0.028881066,364887.889360984,3663570.54733211
709,3,32.28693614,0,1,0.032286936,364701.718126778,3663602.89081306
710,3,39.78669797,0,19,0.039786698,365787.928319447,3663795.91089235
711,3,42.35520454,1,20,0.042355205,366030.739541078,3663791.14718407
712,3,36.17037912,0,17,0.036170379,365265.553256612,3664052.16532967
713,3,45.30480779,0,18,0.045304808,365777.289601955,3663997.52397393
714,3,27.01043662,0,16,0.027010437,365045.513900175,3664071.87427955
715,15,38.53228899,0,13,0.038532289,468252.530471568,3600976.41222886
716,15,26.60728887,0,12,0.026607289,468258.059175232,3601195.71685158
717,15,78.23522977,0,14,0.07823523,468443.291133212,3601057.50497369
718,15,46.18212148,0,11,0.046182121,468827.126097736,3601369.63593879
719,15,46.10344695,0,10,0.046103447,468632.420032027,3601384.36760524
720,15,56.72736184,0,9,0.056727362,468391.672840115,3601647.79697565
721,15,19.52538839,0,8,0.019525388,468634.769600349,3601907.95952208
722,15,23.41588757,0,7,0.023415888,468307.038848240,3602210.09447454
723,15,26.18705623,0,6,0.026187056,468489.616392579,3602217.56753191
724,15,23.6338097,0,5,0.02363381,468329.333562728,3602344.51884647
725,15,40.79874366,0,4,0.040798744,468537.309130923,3602435.89811311
726,15,29.98694185,0,3,0.029986942,468371.158492574,3602522.56245755
727,15,41.21582031,0,2,0.04121582,468590.673831638,3602681.24491660
728,15,32.62578952,0,1,0.03262579,468419.732235435,3602716.48132002
729,13,37.42254779,0,4,0.037422548,447880.217122949,3593254.98993861
730,13,30.23842457,0,2,0.030238425,447423.954218697,3593271.81378693
731,13,32.48910743,0,3,0.032489107,447583.445333165,3593308.88065304
732,13,50.36200111,0,1,0.050362001,447271.903118320,3593354.04134671
733,24,77.33114119,0,61,0.077331141,442527.638666236,3598000.16201955
734,24,42.72255213,0,59,0.042722552,442089.643631884,3598249.54774464
735,24,73.68796148,0,60,0.073687961,442589.385797006,3598326.53803272
736,24,85.76682231,0,58,0.085766822,442174.631853693,3598449.11426467
737,24,60.39866509,0,62,0.060398665,442556.227620410,3598538.55993594
738,24,85.04323393,0,57,0.085043234,442174.347304669,3598675.51206758
739,24,17.9243489,0,56,0.017924349,441652.062962190,3598898.24995337
740,24,53.25415262,0,54,0.053254153,441654.384021828,3599105.99192279
741,24,67.58803558,0,55,0.067588036,441843.987300938,3599068.13840132
742,4,43.8379333,1,17,0.043837933,370244.609873072,3660356.84852167
743,4,16.80746141,1,16,0.016807461,370084.962591636,3660461.46095905
744,4,14.85261432,0,15,0.014852614,370087.757788298,3660625.45975253
745,4,31.40128448,0,13,0.031401284,370226.095085789,3660711.23048507
746,4,54.62148177,1,14,0.054621482,370355.411182490,3660619.47516108
747,4,25.00001971,1,12,0.02500002,370244.307817283,3660907.08296467
748,4,33.65057701,0,11,0.033650577,370096.932720908,3660944.69927485
749,4,48.14562979,1,10,0.04814563,370415.702735262,3660986.68356774
750,4,27.04173811,0,9,0.027041738,370409.238725318,3661228.50277788
751,4,24.71074527,1,8,0.024710745,370378.221524933,3661429.74681285
752,4,37.40243981,1,7,0.03740244,370339.434474250,3661688.95402049
753,4,22.87022286,1,6,0.022870223,362467.773661744,3662199.33833573
754,4,14.54944861,0,5,0.014549449,362474.487951305,3662338.61452262
755,4,14.61570335,1,4,0.014615703,362470.583328741,3662441.05542086
756,4,36.98848426,1,3,0.036988484,362496.543933220,3662581.99585297
757,4,34.04351131,1,2,0.034043511,360351.748822590,3663169.81144385
758,4,19.92236212,0,1,0.019922362,360349.624737504,3663336.69232854
759,35,45.24320088,0,7,0.045243201,373481.515803066,3665314.47196461
760,35,45.70300979,0,6,0.04570301,373481.843447747,3665451.11749803
761,35,44.09503899,0,5,0.044095039,373484.550282653,3665588.43766716
762,35,37.7188489,0,4,0.037718849,373485.548926126,3665723.25762716
763,35,17.65932608,0,3,0.017659326,373578.899588056,3665852.79878297
764,35,18.03020678,0,2,0.018030207,373399.348008867,3665857.87614807
765,35,35.55915279,1,1,0.035559153,373497.712645453,3665971.86982310
766,14,17.70424373,0,9,0.017704244,358403.773930998,3667090.55912225
767,14,24.94574733,1,25,0.024945747,359451.511361382,3667110.16640454
768,14,27.42350313,0,10,0.027423503,358521.046091857,3667169.84335097
769,14,26.11496951,0,7,0.02611497,358261.405294306,3667204.73928776
770,14,23.57056505,0,24,0.023570565,359439.710021463,3667273.07101375
771,14,26.17609251,0,8,0.026176093,358351.976501029,3667309.12082021
772,14,81.37222907,1,26,0.081372229,359215.573387116,3667153.10330970
773,14,28.75342468,0,5,0.028753425,358092.145884019,3667350.37531850
774,14,27.22084427,0,6,0.027220844,358183.087437229,3667445.04395424
775,14,12.23153401,0,27,0.012231534,358879.972767946,3667446.73209033
776,14,47.084071,0,23,0.047084071,359451.107344480,3667474.86807702
777,14,26.13728389,0,2,0.026137284,358073.736770750,3667611.31879062
778,14,25.37494121,0,4,0.025374941,358257.530455822,3667614.17144344
779,14,19.95340388,0,28,0.019953404,358742.160163234,3667633.36563910
780,14,51.01287667,1,1,0.051012877,357874.175587122,3667581.30848303
781,14,11.43871765,0,3,0.011438718,358282.407762185,3667729.27031357
782,14,34.85923653,0,20,0.034859237,359140.978504027,3667687.23806654
783,14,22.57730848,0,21,0.022577308,359327.770087442,3667671.07365368
784,14,14.67390193,0,22,0.014673902,359468.883222177,3667725.84796004
785,14,42.8443497,1,19,0.04284435,359337.830126088,3667893.96447747
786,14,20.34001537,0,17,0.020340015,358880.049259624,3667920.98674398
787,14,44.71150741,0,18,0.044711507,359083.474025341,3667894.92612892
789,14,42.56888084,0,15,0.042568881,359085.440641530,3668081.88338666
790,14,46.73007074,0,14,0.046730071,358819.473477651,3668085.53523226
791,14,43.0461092,0,16,0.043046109,359340.176808905,3668078.12192596
792,14,23.18741775,0,12,0.023187418,359138.040281214,3668248.46301454
793,14,48.40335296,1,13,0.048403353,359356.929130667,3668263.02328508
794,14,49.36951378,0,11,0.049369514,359378.172234286,3668435.28720281
795,28,35.24896733,0,9,0.035248967,358429.991704401,3669074.50383737
796,28,27.26867354,0,8,0.027268674,358629.154521460,3669093.55237207
797,28,29.05890626,0,10,0.029058906,358216.293815310,3669103.35045203
798,28,35.54272598,0,7,0.035542726,358823.620416811,3669154.48893319
799,28,24.28452001,0,3,0.02428452,358225.028701607,3669292.39195305
800,28,31.59602952,0,4,0.03159603,358382.559068569,3669262.39860161
801,28,21.09360179,0,5,0.021093602,358522.141719700,3669285.83323707
802,28,16.21434815,0,6,0.016214348,358676.904078525,3669310.56213921
803,36,24.07024957,0,9,0.02407025,358460.891904323,3670388.11966679
804,36,23.37735561,0,7,0.023377356,358460.806719441,3670535.23637569
805,36,29.14651639,0,10,0.029146516,358616.031468428,3670461.42730985
806,36,55.84352665,0,8,0.055843527,358264.135896622,3670463.78507149
807,36,14.62397654,0,4,0.014623977,358842.605085565,3670657.82576259
808,36,16.67268874,0,5,0.016672689,358655.293191952,3670661.80710858
809,36,34.13261467,0,6,0.034132615,358457.781971987,3670717.78961329
810,36,49.00875082,0,2,0.049008751,358642.398132234,3670856.37416685
811,36,25.22715832,0,1,0.025227158,358456.836535532,3670912.80109910
812,36,49.86312565,0,3,0.049863126,358834.670819247,3670852.08788884
813,5,39.3975217,0,9,0.039397522,354657.461569403,3670550.91425676
814,5,38.78692888,0,8,0.038786929,354869.979692759,3670679.74828483
816,5,52.29057684,0,7,0.052290577,354644.549472303,3670763.77060702
817,5,22.51179904,0,10,0.022511799,355087.422490844,3670761.24030175
818,5,21.4501632,0,6,0.021450163,354876.330530002,3670936.92995524
819,5,66.80398726,1,5,0.066803987,354619.962004993,3670962.01407290
820,5,55.41350671,0,4,0.055413507,354582.395473637,3671135.67613810
821,5,45.13815644,0,3,0.045138156,354802.319777154,3671256.63853898
822,5,44.73599799,0,2,0.044735998,354997.459438502,3671303.58041600
823,5,68.40981592,0,1,0.068409816,355196.422079789,3671634.38098520
824,26,21.79895524,0,4,0.021798955,356701.104464282,3673176.65630369
825,26,33.36171956,0,5,0.03336172,356929.582555862,3673182.61947061
826,26,25.46305468,0,1,0.025463055,356189.161216642,3673417.47053718
827,26,25.15663148,0,2,0.025156631,356357.409508934,3673400.65323767
828,26,26.48265919,0,3,0.026482659,356494.082291710,3673383.28284338
829,22,49.17533649,1,4,0.049175336,355239.474716516,3674158.75982079
830,22,62.02837484,0,3,0.062028375,355190.375310517,3674392.55248769
831,22,17.20247018,0,1,0.01720247,355271.690366358,3674656.77774929
832,22,53.96667051,0,2,0.053966671,355089.614834561,3674603.13445076
833,12,21.29350245,0,4,0.021293502,353822.227819057,3675298.50170731
834,12,22.15021633,1,5,0.022150216,353922.820001934,3675298.37410305
835,12,22.87788441,0,3,0.022877884,353855.257579905,3675495.03507934
836,12,23.71819137,0,2,0.023718191,353844.145526837,3675625.03701362
837,12,38.2311231,1,7,0.038231123,354060.813731260,3675565.27695949
838,12,48.22042174,0,1,0.048220422,353828.731501275,3675821.82399425
839,12,45.53558615,1,6,0.045535586,354051.350420802,3675822.36153693
840,25,24.50600285,0,11,0.024506003,358513.698420371,3674260.99993180
841,25,14.82290578,0,12,0.014822906,358674.725136446,3674286.01430908
842,25,44.42637636,0,10,0.044426376,358427.010682687,3674416.97866661
843,25,52.74439723,0,9,0.052744397,358903.898876630,3675492.70800201
844,25,47.23324322,0,8,0.047233243,358730.627929118,3675728.65191895
845,25,27.85710603,0,6,0.027857106,359155.076339309,3676091.12582111
846,25,25.26136498,1,7,0.025261365,359322.541789885,3676079.77178211
847,25,18.05129106,0,3,0.018051291,359114.096544641,3676246.10699526
848,25,19.45480493,0,4,0.019454805,359256.920467315,3676246.28748754
849,25,19.44177485,0,5,0.019441775,359403.847690620,3676249.23408754
